Recid;MStamp;MStation;IDArtikelHistoriek;IDDocument;IDRelatieTypeArt;IDRelatieTypeDoc
1000502;2008-06-11;1;1005345;1016820;1;1
1000503;2008-06-11;1;1008861;1016821;1;1
1000504;2008-06-12;1;1055779;1016827;1;1
1000506;2008-06-12;1;1097816;1016828;1;1
1000507;2008-06-13;1;1012212;1016832;1;1
1000508;2008-06-18;1;1048805;1016844;1;1
1000509;2008-06-23;1;1064394;1016855;1;1
1000510;2008-06-25;1;1078871;1016861;1;1
1000511;2008-06-26;1;1014213;1016866;1;1
1000512;2008-06-26;1;1024912;1016866;1;1
1000513;2008-06-26;1;1035078;1016866;1;1
1000514;2008-06-26;1;1081879;1016866;1;1
1000515;2008-06-26;1;1087179;1016863;1;1
1000516;2008-06-27;1;1089928;1016870;1;1
1000517;2008-07-01;1;1104648;1016873;1;1
1000520;2008-07-04;1;1046042;1016880;1;1
1000521;2008-07-08;1;1061081;1016886;1;1
1000522;2008-07-08;1;1061081;1016887;1;1
1000523;2008-07-08;1;1061081;1016888;1;1
1000524;2008-07-15;1;1083726;1016900;1;1
1000525;2008-07-15;1;1025632;1016900;1;1
1000526;2008-07-15;1;1027577;1016900;1;1
1000527;2008-07-15;1;1037734;1016900;1;1
1000528;2008-07-18;1;1049898;1016906;1;1
1000529;2008-07-22;1;1062937;1016908;1;1
1000530;2008-07-22;1;1062937;1016909;1;1
1000531;2008-07-22;1;1062937;1016910;1;1
1000532;2008-07-22;1;1062937;1016911;1;1
1000533;2008-07-22;1;1062937;1016912;1;1
1000534;2008-07-22;1;1104344;1016912;1;1
1000536;2008-07-22;1;1104242;1016911;1;1
1000537;2008-07-22;1;1104242;1016910;1;1
1000538;2008-07-22;1;1104242;1016909;1;1
1000539;2008-07-22;1;1104344;1016908;1;1
1000540;2008-07-22;1;1062937;1016913;1;1
1000541;2008-07-22;1;1104344;1016913;1;1
1000542;2008-07-22;1;1062937;1016914;1;1
1000543;2008-07-22;1;1104344;1016914;1;1
1000544;2008-07-25;1;1110269;1016926;3;7
1000545;2008-07-25;1;1110272;1016926;3;7
1000546;2008-07-25;1;1032078;1016927;1;1
1000547;2008-07-25;1;1032114;1016927;1;1
1000548;2008-07-25;1;1036143;1016931;1;1
1000549;2008-08-11;1;1085872;1016949;1;1
1000550;2008-08-11;1;1108053;1016949;1;1
1000551;2008-08-13;1;1094886;1016961;1;1
1000552;2008-08-18;1;1094945;1016967;1;1
1000553;2008-08-18;1;1095029;1016967;1;1
1000554;2008-08-18;1;1110442;1016965;1;1
1000555;2008-08-21;1;1063800;1016972;1;1
1000556;2008-08-21;1;1048573;1016971;1;1
1000557;2008-08-22;1;1096201;1016984;1;1
1000558;2008-08-22;1;1110450;1016984;1;1
1000559;2008-08-28;1;1014213;1017002;1;1
1000561;2008-09-03;1;1113412;1016245;3;7
1000562;2008-09-05;1;1094939;1017036;1;1
1000563;2008-09-05;1;1083849;1017036;1;1
1000565;2008-09-19;1;1084897;1017077;1;1
1000566;2008-09-23;1;1035196;1017081;1;1
1000567;2008-09-25;1;1106189;1017085;1;1
1000568;2008-09-29;1;1048573;1017093;1;1
1000569;2008-09-29;1;1048573;1017094;1;1
1000570;2008-09-29;1;1048573;1017095;1;1
1000571;2008-09-30;1;1094886;1017106;1;1
1000572;2008-09-30;1;1094886;1017107;1;1
1000573;2008-09-30;1;1094886;1017108;1;1
1000574;2008-09-30;1;1094886;1017109;1;1
1000575;2008-09-30;1;1094886;1017110;1;1
1000576;2008-10-01;1;1094886;1017112;1;1
1000577;2008-10-03;1;1091643;1017121;1;1
1000578;2008-10-03;1;1054455;1017123;1;1
1000579;2008-10-03;1;1054967;1017123;1;1
1000580;2008-10-06;1;1050575;1017127;1;1
1000581;2008-10-06;1;1050575;1017128;1;1
1000582;2008-10-06;1;1050575;1017129;1;1
1000583;2008-10-06;1;1050575;1017130;1;1
1000584;2008-10-06;1;1102900;1017131;1;1
1000585;2008-10-06;1;1086546;1017131;1;1
1000586;2008-10-08;1;1026934;1017133;1;1
1000587;2008-10-08;1;1029189;1017133;1;1
1000588;2008-10-08;1;1048573;1017135;1;1
1000589;2008-10-09;1;1074978;1017138;1;1
1000590;2008-10-09;1;1078706;1017139;1;1
1000591;2008-10-14;1;1074300;1017150;1;1
1000592;2008-10-14;1;1085391;1017150;1;1
1000593;2008-10-15;1;1028690;1017156;1;1
1000594;2008-10-15;1;1040160;1017156;1;1
1000595;2008-10-16;1;1094674;1017159;1;1
1000596;2008-10-17;1;1083841;1017165;1;1
1000597;2008-10-17;1;1094879;1017165;1;1
1000598;2008-10-21;1;1054967;1017205;1;1
1000599;2008-10-21;1;1058404;1017205;1;1
1000600;2008-10-21;1;1067172;1017206;1;1
1000601;2008-10-21;1;1101624;1017207;1;1
1000602;2008-10-21;1;1101624;1017209;1;1
1000603;2008-10-21;1;1094567;1017208;1;1
1000604;2008-10-21;1;1094606;1017208;1;1
1000605;2008-10-21;1;1101624;1017210;1;1
1000606;2008-10-21;1;1101624;1017212;1;1
1000607;2008-10-21;1;1101624;1017214;1;1
1000608;2008-10-23;1;1048771;1017220;1;1
1000609;2008-10-23;1;1109564;1017221;1;1
1000610;2008-10-23;1;1048771;1017222;1;1
1000612;2008-10-30;1;1094919;1017249;1;1
1000613;2008-10-30;1;1003406;1017249;1;1
1000614;2008-10-30;1;1048858;1017252;1;1
1000615;2008-10-31;1;1025535;1017260;1;1
1000616;2008-11-04;1;1049127;1017267;1;1
1000617;2008-11-07;1;1073905;1017279;1;1
1000619;2008-11-12;1;1066948;1017283;1;1
1000620;2008-11-12;1;1066675;1017283;1;1
1000621;2008-11-12;1;1108161;1017284;1;1
1000622;2008-11-13;1;1117910;1016297;1;1
1000623;2008-11-13;1;1059265;1017287;1;1
1000624;2008-11-13;1;1062936;1017287;1;1
1000625;2008-11-13;1;1111251;1017288;1;1
1000626;2008-11-13;1;1111275;1017288;1;1
1000627;2008-11-13;1;1054400;1017289;1;1
1000628;2008-11-13;1;1087597;1017289;1;1
1000629;2008-11-13;1;1084553;1017292;1;1
1000630;2008-11-13;1;1099748;1017292;1;1
1000631;2008-11-17;1;1035078;1017295;1;1
1000632;2008-11-17;1;1081879;1017295;1;1
1000633;2008-11-17;1;1028124;1017296;1;1
1000634;2008-11-17;1;1059267;1017298;1;1
1000635;2008-11-19;1;1096202;1017302;1;1
1000636;2008-11-19;1;1110461;1017302;1;1
1000637;2008-11-19;1;1096202;1017303;1;1
1000638;2008-11-19;1;1110461;1017303;1;1
1000639;2008-11-19;1;1084559;1017304;1;1
1000640;2008-11-19;1;1099816;1017304;1;1
1000641;2008-11-24;1;1054376;1017306;1;1
1000642;2008-11-24;1;1035795;1017306;1;1
1000643;2008-11-24;1;1117815;1017306;1;1
1000644;2008-11-24;1;1090333;1017309;1;1
1000645;2008-11-24;1;1054455;1017314;1;1
1000647;2008-11-25;1;1041448;1017315;1;1
1000648;2008-11-26;1;1118693;1017260;1;1
1000649;2008-11-27;1;1038742;1017326;1;1
1000650;2008-11-27;1;1074407;1017326;1;1
1000651;2008-11-27;1;1118828;1002169;1;1
1000652;2008-12-04;1;1119134;1010876;0;666
1000653;2008-12-04;1;1119134;1010876;1;1
1000654;2008-12-04;1;1119134;1015326;1;1
1000655;2008-12-12;1;1106281;1017357;1;1
1000656;2008-12-17;1;1048771;1017363;1;1
1000657;2008-12-17;1;1005681;1017365;1;1
1000658;2008-12-18;1;1117460;1017369;1;1
1000660;2008-12-23;1;1083726;1017380;1;1
1000662;2008-12-23;1;1112437;1017380;1;1
1000663;2008-12-23;1;1025632;1017380;1;1
1000664;2008-12-23;1;1027577;1017380;1;1
1000665;2008-12-23;1;1111499;1017380;1;1
1000666;2009-01-06;1;1120345;1008405;1;1
1000667;2009-01-06;1;1017836;1017384;1;1
1000668;2009-01-06;1;1120396;1017246;3;7
1000669;2009-01-06;1;1064074;1017386;1;1
1000670;2009-01-07;1;1081637;1017393;1;1
1000671;2009-01-12;1;1050575;1017432;1;1
1000673;2009-01-13;1;1104698;1017437;1;1
1000674;2009-01-13;1;1121430;1013298;1;1
1000675;2009-01-13;1;1121435;1013298;1;1
1000676;2009-01-15;1;1095019;1017474;1;1
1000677;2009-01-16;1;1113558;1017477;1;1
1000678;2009-01-19;1;1090824;1017483;1;1
1000679;2009-01-20;1;1122135;1002838;1;1
1000680;2009-01-20;1;1122137;1002838;1;1
1000681;2009-01-22;1;1005746;1017497;1;1
1000684;2009-01-23;1;1039578;1017507;1;1
1000685;2009-01-27;1;1113069;1017518;1;1
1000686;2009-01-28;1;1104825;1017521;1;1
1000687;2009-01-28;1;1099782;1017521;1;1
1000688;2009-01-28;1;1122699;1011079;1;1
1000689;2009-01-29;1;1122719;1016440;3;7
1000690;2009-01-29;1;1122720;1016417;3;7
1000691;2009-01-30;1;1017836;1017528;1;1
1000692;2009-02-03;1;1054400;1017534;1;1
1000693;2009-02-05;1;1124117;1004145;1;1
1000695;2009-02-05;1;1124117;1006096;1;1
1000696;2009-02-05;1;1000974;1017539;1;1
1000697;2009-02-06;1;1080811;1017546;1;1
1000698;2009-02-09;1;1123723;1002838;1;1
1000699;2009-02-11;1;1121137;1017564;1;1
1000700;2009-02-13;1;1053858;1017575;1;1
1000701;2009-02-20;1;1119561;1017604;1;1
1000702;2009-02-20;1;1120917;1017605;1;1
1000703;2009-02-20;1;1003305;1017606;1;1
1000704;2009-02-20;1;1123198;1017608;1;1
1000705;2009-02-20;1;1124431;1017608;1;1
1000706;2009-02-23;1;1124243;1017613;1;1
1000707;2009-02-23;1;1053439;1017613;1;1
1000708;2009-02-24;1;1123102;1017614;1;1
1000709;2009-02-24;1;1062937;1017622;1;1
1000710;2009-02-24;1;1117950;1017622;1;1
1000711;2009-02-24;1;1062937;1017615;1;1
1000712;2009-02-24;1;1117950;1017615;1;1
1000713;2009-02-24;1;1062937;1017616;1;1
1000714;2009-02-24;1;1117950;1017616;1;1
1000715;2009-02-24;1;1012221;1017618;1;1
1000716;2009-02-25;1;1096195;1017626;1;1
1000717;2009-02-26;1;1049127;1017628;1;1
1000718;2009-02-26;1;1096195;1017632;1;1
1000719;2009-02-26;1;1005615;1017633;1;1
1000720;2009-02-27;1;1062062;1017637;1;1
1000721;2009-02-27;1;1054400;1017636;1;1
1000722;2009-03-02;1;1086599;1017640;1;1
1000724;2009-03-02;1;1086546;1017640;1;1
1000725;2009-03-02;1;1102931;1017640;1;1
1000726;2009-03-03;1;1068071;1017644;1;1
1000727;2009-03-05;1;1124497;1017645;1;1
1000728;2009-03-05;1;1050089;1017648;1;1
1000729;2009-03-10;1;1104321;1017659;1;1
1000730;2009-03-10;1;1027256;1017659;1;1
1000731;2009-03-10;1;1029271;1017659;1;1
1000732;2009-03-10;1;1124020;1017662;1;1
1000733;2009-03-10;1;1124030;1017662;1;1
1000734;2009-03-10;1;1087184;1017662;1;1
1000735;2009-03-11;1;1120354;1017665;1;1
1000736;2009-03-12;1;1113521;1017671;1;1
1000737;2009-03-12;1;1126885;1016150;0;666
1000738;2009-03-12;1;1067449;1017674;1;1
1000739;2009-03-18;1;1096391;1017698;1;1
1000740;2009-03-18;1;1096392;1017698;1;1
1000741;2009-03-19;1;1124883;1017702;1;1
1000742;2009-03-19;1;1124884;1017702;1;1
1000743;2009-03-19;1;1103557;1017705;1;1
1000744;2009-03-20;1;1064394;1017710;1;1
1000745;2009-03-24;1;1125808;1017718;1;1
1000747;2009-03-25;1;1126312;1017722;1;1
1000748;2009-03-26;1;1020473;1017731;1;1
1000749;2009-04-02;1;1116505;1017760;1;1
1000750;2009-04-02;1;1116489;1017760;1;1
1000751;2009-04-06;1;1096094;1017765;1;1
1000752;2009-04-09;1;1129308;1003226;1;1
1000753;2009-04-09;1;1129295;1002688;1;1
1000754;2009-04-09;1;1113728;1017784;1;1
1000755;2009-04-09;1;1126670;1017789;1;1
1000756;2009-04-09;1;1064394;1017790;1;1
1000757;2009-04-17;1;1025828;1017812;1;1
1000758;2009-04-24;1;1054400;1017825;1;1
1000759;2009-04-24;1;1096199;1017825;1;1
1000760;2009-04-24;1;1101514;1017825;1;1
1000761;2009-04-24;1;1004574;1002554;1;1
1000762;2009-04-27;1;1095906;1017836;1;1
1000763;2009-04-29;1;1130039;1017542;1;1
1000764;2009-04-29;1;1130043;1013949;1;1
1000765;2009-05-04;1;1106514;1017863;1;1
1000766;2009-05-04;1;1106530;1017863;1;1
1000767;2009-05-04;1;1106531;1017863;1;1
1000768;2009-05-04;1;1004935;1017862;1;1
1000769;2009-05-05;1;1130974;1017307;10;11
1000770;2009-05-05;1;1048771;1017868;1;1
1000771;2009-05-12;1;1026620;1017884;1;1
1000772;2009-05-12;1;1095918;1017884;1;1
1000773;2009-05-13;1;1060163;1017889;1;1
1000774;2009-05-13;1;1060165;1017890;1;1
1000775;2009-05-13;1;1060165;1017891;1;1
1000776;2009-05-13;1;1060163;1017892;1;1
1000777;2009-05-15;1;1116012;1017899;1;1
1000778;2009-05-20;1;1106636;1017906;1;1
1000779;2009-05-26;1;1129699;1017913;1;1
1000780;2009-05-26;1;1129332;1017913;1;1
1000781;2009-05-26;1;1129716;1017913;1;1
1000782;2009-05-28;1;1132720;1016779;1;1
1000783;2009-05-28;1;1098379;1017928;1;1
1000784;2009-05-29;1;1120443;1017931;1;1
1000785;2009-05-29;1;1120447;1017931;1;1
1000786;2009-06-03;1;1123027;1017939;1;1
1000787;2009-06-03;1;1123028;1017939;1;1
1000788;2009-06-03;1;1126417;1017939;1;1
1000789;2009-06-05;1;1125271;1017947;1;1
1000790;2009-06-08;1;1050388;1017960;1;1
1000791;2009-06-09;1;1081820;1017965;1;1
1000793;2009-06-16;1;1104851;1018001;1;1
1000794;2009-06-19;1;1063554;1018014;1;1
1000795;2009-06-19;1;1124479;1018015;1;1
1000796;2009-06-19;1;1062040;1018015;1;1
1000797;2009-06-19;1;1134033;1018014;1;1
1000798;2009-06-19;1;1134058;1018015;1;1
1000799;2009-06-19;1;1120200;1018012;1;1
1000800;2009-06-19;1;1124279;1018012;1;1
1000801;2009-06-19;1;1070024;1018012;1;1
1000802;2009-06-19;1;1063421;1018012;1;1
1000803;2009-06-23;1;1113081;1018031;1;1
1000804;2009-06-23;1;1134308;1018014;1;1
1000805;2009-06-23;1;1054967;1018032;1;1
1000806;2009-06-23;1;1093882;1018032;1;1
1000807;2009-06-23;1;1103585;1018033;1;1
1000808;2009-06-23;1;1124642;1018033;1;1
1000809;2009-06-23;1;1103584;1018034;1;1
1000810;2009-06-23;1;1124641;1018034;1;1
1000811;2009-06-25;1;1050366;1018045;1;1
1000812;2009-06-25;1;1125411;1018046;1;1
1000813;2009-06-26;1;1134920;1010352;1;1
1000814;2009-06-29;1;1096195;1018055;1;1
1000815;2009-06-29;1;1110507;1018055;1;1
1000816;2009-06-29;1;1096192;1018056;1;1
1000817;2009-06-29;1;1096195;1018056;1;1
1000818;2009-06-29;1;1110507;1018056;1;1
1000819;2009-07-01;1;1013434;1018064;1;1
1000820;2009-07-01;1;1083148;1018064;1;1
1000821;2009-07-01;1;1083158;1018064;1;1
1000822;2009-07-02;1;1085822;1018073;1;1
1000823;2009-07-03;1;1074672;1018066;1;1
1000824;2009-07-03;1;1125808;1018075;1;1
1000825;2009-07-03;1;1062937;1018075;1;1
1000826;2009-07-03;1;1127883;1018075;1;1
1000827;2009-07-06;1;1120348;1018089;1;1
1000828;2009-07-07;1;1125808;1018096;1;1
1000829;2009-07-07;1;1062937;1018096;1;1
1000830;2009-07-07;1;1117950;1018096;1;1
1000831;2009-07-07;1;1125808;1018095;1;1
1000832;2009-07-07;1;1062937;1018095;1;1
1000833;2009-07-07;1;1127883;1018095;1;1
1000834;2009-07-07;1;1125808;1018097;1;1
1000835;2009-07-07;1;1062937;1018097;1;1
1000836;2009-07-07;1;1117950;1018097;1;1
1000837;2009-07-07;1;1125808;1018099;1;1
1000838;2009-07-07;1;1125808;1018098;1;1
1000839;2009-07-07;1;1062937;1018099;1;1
1000840;2009-07-07;1;1062937;1018098;1;1
1000841;2009-07-07;1;1127874;1018099;1;1
1000842;2009-07-07;1;1127874;1018098;1;1
1000843;2009-07-08;1;1126315;1018106;1;1
1000844;2009-07-09;1;1134700;1018114;1;1
1000845;2009-07-09;1;1134700;1018115;1;1
1000846;2009-07-09;1;1134700;1018116;1;1
1000847;2009-07-10;1;1097816;1018121;1;1
1000848;2009-07-10;1;1061081;1018123;1;1
1000849;2009-07-13;1;1117157;1018127;1;1
1000850;2009-07-14;1;1129825;1018129;1;1
1000851;2009-07-14;1;1054376;1018130;1;1
1000852;2009-07-14;1;1073385;1018130;1;1
1000853;2009-07-22;1;1113419;1018143;1;1
1000854;2009-07-23;1;1076562;1018147;1;1
1000856;2009-07-23;1;1050397;1018150;1;1
1000857;2009-07-31;1;1114631;1018191;1;1
1000858;2009-07-31;1;1114632;1018191;1;1
1000859;2009-07-31;1;1114640;1018191;1;1
1000860;2009-08-04;1;1095229;1018199;1;1
1000861;2009-08-04;1;1095241;1018199;1;1
1000862;2009-08-05;1;1131754;1018203;1;1
1000863;2009-08-05;1;1021870;1004421;1;1
1000864;2009-08-06;1;1134700;1018209;1;1
1000865;2009-08-06;1;1134700;1018208;1;1
1000866;2009-08-10;1;1020059;1018224;1;1
1000867;2009-08-14;1;1027867;1018229;1;1
1000868;2009-08-14;1;1123103;1018231;1;1
1000869;2009-08-14;1;1129655;1018232;1;1
1000870;2009-08-14;1;1121484;1018233;1;1
1000871;2009-08-17;1;1095036;1018236;1;1
1000872;2009-08-21;1;1131967;1018245;1;1
1000873;2009-08-21;1;1120915;1018246;1;1
1000874;2009-08-24;1;1054376;1018248;1;1
1000875;2009-08-24;1;1073385;1018248;1;1
1000876;2009-08-24;1;1139239;1018249;1;1
1000877;2009-08-24;1;1139088;1012054;1;1
1000878;2009-08-24;1;1139094;1013498;1;1
1000879;2009-08-24;1;1003334;1018252;1;1
1000880;2009-08-24;1;1132332;1018252;1;1
1000881;2009-08-24;1;1139119;1018253;1;1
1000882;2009-08-24;1;1139129;1018253;1;1
1000883;2009-08-25;1;1139266;1018254;1;1
1000884;2009-08-25;1;1138942;1018258;1;1
1000885;2009-08-26;1;1139131;1018259;1;1
1000886;2009-08-26;1;1139134;1018259;1;1
1000887;2009-08-26;1;1139147;1018259;1;1
1000888;2009-08-26;1;1139158;1018259;1;1
1000889;2009-08-26;1;1138929;1018262;1;1
1000890;2009-08-26;1;1139067;1018263;1;1
1000891;2009-08-26;1;1079075;1018264;1;1
1000892;2009-08-26;1;1138937;1018266;1;1
1000893;2009-08-28;1;1139188;1007276;1;1
1000894;2009-08-28;1;1139182;1017004;1;1
1000895;2009-08-28;1;1131691;1017004;1;1
1000896;2009-08-28;1;1131855;1017004;1;1
1000897;2009-08-28;1;1139178;1018271;1;1
1000898;2009-08-28;1;1096454;1018272;1;1
1000899;2009-08-28;1;1074860;1018272;1;1
1000900;2009-08-28;1;1108866;1018276;1;1
1000901;2009-08-31;1;1069395;1018278;1;1
1000902;2009-08-31;1;1139128;1018280;1;1
1000903;2009-09-03;1;1057596;1018291;1;1
1000904;2009-09-03;1;1048573;1018292;1;1
1000905;2009-09-04;1;1073363;1018294;1;1
1000906;2009-09-04;1;1000977;1018294;1;1
1000907;2009-09-04;1;1095023;1018308;1;1
1000908;2009-09-04;1;1095037;1018308;1;1
1000909;2009-09-04;1;1101924;1018303;1;1
1000910;2009-09-04;1;1101927;1018303;1;1
1000912;2009-09-04;1;1049241;1018303;1;1
1000913;2009-09-04;1;1086855;1018303;1;1
1000914;2009-09-10;1;1004935;1018312;1;1
1000915;2009-09-10;1;1141851;1018313;1;1
1000916;2009-09-10;1;1048758;1018314;1;1
1000917;2009-09-10;1;1074832;1018315;1;1
1000918;2009-09-11;1;1062013;1018318;1;1
1000919;2009-09-17;1;1142390;1003747;0;666
1000920;2009-09-17;1;1087126;1018359;1;1
1000921;2009-09-18;1;1142024;1018372;1;1
1000922;2009-09-18;1;1008977;1018368;1;1
1000923;2009-09-21;1;1093581;1018382;1;1
1000924;2009-09-23;1;1129011;1018385;1;1
1000925;2009-09-23;1;1129012;1018385;1;1
1000926;2009-09-23;1;1129013;1018385;1;1
1000927;2009-09-23;1;1131777;1018387;1;1
1000928;2009-09-23;1;1131683;1018392;1;1
1000929;2009-09-23;1;1131695;1018392;1;1
1000930;2009-09-23;1;1131840;1018392;1;1
1000931;2009-09-24;1;1094520;1018402;1;1
1000932;2009-09-24;1;1038736;1018402;1;1
1000933;2009-09-24;1;1038739;1018402;1;1
1000934;2009-09-24;1;1038741;1018402;1;1
1000935;2009-09-24;1;1140785;1018404;1;1
1000936;2009-09-24;1;1140788;1018404;1;1
1000937;2009-09-24;1;1128002;1018407;1;1
1000938;2009-09-25;1;1132328;1018410;1;1
1000940;2009-09-30;1;1095037;1018412;1;1
1000941;2009-09-30;1;1095037;1018413;1;1
1000942;2009-09-30;1;1113541;1018413;1;1
1000943;2009-09-30;1;1057391;1018414;1;1
1000944;2009-10-02;1;1054413;1018421;1;1
1000945;2009-10-05;1;1094394;1018428;1;1
1000946;2009-10-06;1;1131720;1018430;1;1
1000947;2009-10-12;1;1068003;1018433;1;1
1000948;2009-10-12;1;1086852;1018433;1;1
1000949;2009-10-12;1;1064394;1018434;1;1
1000950;2009-10-12;1;1000270;1018435;1;1
1000951;2009-10-13;1;1004277;1018439;1;1
1000952;2009-10-13;1;1038742;1018439;1;1
1000953;2009-10-13;1;1047598;1018439;1;1
1000954;2009-10-13;1;1095036;1018439;1;1
1000955;2009-10-13;1;1083162;1018442;1;1
1000956;2009-10-13;1;1087126;1018442;1;1
1000957;2009-10-14;1;1137668;1018446;1;1
1000958;2009-10-15;1;1129810;1018448;1;1
1000959;2009-10-15;1;1129811;1018448;1;1
1000960;2009-10-15;1;1137668;1018449;1;1
1000961;2009-10-15;1;1139212;1018450;1;1
1000962;2009-10-22;1;1134660;1018474;1;1
1000963;2009-10-22;1;1000274;1018475;1;1
1000964;2009-10-22;1;1000292;1018475;1;1
1000965;2009-10-22;1;1134668;1018475;1;1
1000966;2009-10-22;1;1134668;1018476;1;1
1000967;2009-10-22;1;1124431;1018477;1;1
1000968;2009-10-22;1;1134668;1018477;1;1
1000969;2009-10-22;1;1140294;1018477;1;1
1000970;2009-10-22;1;1071838;1018477;1;1
1000971;2009-10-22;1;1143230;1018478;1;1
1000972;2009-10-22;1;1143251;1018479;1;1
1000973;2009-10-23;1;1141931;1018482;1;1
1000974;2009-10-23;1;1141941;1018482;1;1
1000975;2009-10-23;1;1140719;1018482;1;1
1000976;2009-10-23;1;1141976;1018482;1;1
1000977;2009-10-23;1;1140735;1018482;1;1
1000978;2009-10-23;1;1003112;1018482;1;1
1000979;2009-10-23;1;1113743;1018482;1;1
1000980;2009-10-23;1;1038736;1018482;1;1
1000981;2009-10-23;1;1038742;1018482;1;1
1000982;2009-10-23;1;1140581;1018482;1;1
1000983;2009-10-26;1;1010073;1018483;1;1
1000984;2009-10-26;1;1090033;1018483;1;1
1000985;2009-10-26;1;1002405;1018484;1;1
1000986;2009-10-27;1;1000292;1018488;1;1
1000987;2009-10-27;1;1124431;1018488;1;1
1000988;2009-10-27;1;1134668;1018488;1;1
1000989;2009-10-27;1;1134668;1018487;1;1
1000990;2009-10-27;1;1096195;1018485;1;1
1000991;2009-10-28;1;1136878;1018490;1;1
1000992;2009-10-29;1;1124498;1018500;1;1
1000993;2009-11-03;1;1137285;1018505;1;1
